,Phi[deg],Theta[deg],v,x,y,m,x1,y1
5752,141,-59,-6.83317,0.59326304,-0.231245011,-0.857167301,-0.539432861,0.666144106
5753,142,-59,-8.80583,0.515127356,0.374271421,-0.857167301,-0.527724885,0.675457051
5754,143,-59,-11.2714,-0.036614043,0.635684436,-0.857167301,-0.515856159,0.684564244
5755,144,-59,-14.4068,-0.55469266,0.312652111,-0.857167301,-0.503830298,0.693462913
5756,145,-59,-18.5296,-0.562789403,-0.297831122,-0.857167301,-0.491650966,0.702150347
5757,146,-59,-24.3096,-0.053460164,-0.634489795,-0.857167301,-0.479321872,0.710623898
5758,147,-59,-33.7561,0.505020103,-0.387801477,-0.857167301,-0.466846772,0.718880987
5759,148,-59,-59.1255,0.599187217,0.215429731,-0.857167301,-0.454229465,0.726919097
5760,149,-59,-47.6379,0.142464367,0.620595838,-0.857167301,-0.441473796,0.734735781
5761,150,-59,-40.6391,-0.445239565,0.455188993,-0.857167301,-0.42858365,0.742328658
5762,151,-59,-29.0594,-0.623592294,-0.128716513,-0.857167301,-0.415562954,0.749695414
5763,152,-59,-23.3219,-0.228617144,-0.59428065,-0.857167301,-0.402415672,0.756833805
5764,153,-59,-19.8352,0.376547554,-0.513465899,-0.857167301,-0.389145811,0.763741657
5765,154,-59,-17.7202,0.635516167,0.039427032,-0.857167301,-0.375757413,0.770416867
5766,155,-59,-16.6496,0.310194147,0.556070932,-0.857167301,-0.362254555,0.776857399
5767,156,-59,-16.5211,-0.300318941,0.561465781,-0.857167301,-0.34864135,0.783061294
5768,157,-59,-17.3982,-0.63472018,0.050651581,-0.857167301,-0.334921947,0.789026661
5769,158,-59,-19.5976,-0.385562612,-0.506731449,-0.857167301,-0.321100523,0.794751682
5770,159,-59,-24.2057,0.218079443,-0.598227922,-0.857167301,-0.307181288,0.800234614
5771,160,-59,-39.8027,0.621220264,-0.139716402,-0.857167301,-0.293168483,0.805473787
5772,161,-59,-27.1982,0.453214039,0.447249734,-0.857167301,-0.279066376,0.810467605
5773,162,-59,-20.5383,-0.131475083,0.623016526,-0.857167301,-0.264879263,0.815214547
5774,163,-59,-17.3808,-0.595286621,0.225984798,-0.857167301,-0.250611465,0.819713166
5775,164,-59,-15.7626,-0.511794384,-0.378816311,-0.857167301,-0.236267328,0.823962093
5776,165,-59,-15.174,0.042239249,-0.635335451,-0.857167301,-0.221851222,0.827960033
5777,166,-59,-15.4645,0.557438311,-0.307730107,-0.857167301,-0.207367538,0.831705769
5778,167,-59,-16.6767,0.560131161,0.302800878,-0.857167301,-0.192820688,0.835198158
5779,168,-59,-19.1009,0.047842005,0.634938133,-0.857167301,-0.178215103,0.838436139
5780,169,-59,-23.7384,-0.50843287,0.383316196,-0.857167301,-0.163555232,0.841418723
5781,170,-59,-37.6492,-0.597256909,-0.220724883,-0.857167301,-0.14884554,0.844145003
5782,171,-59,-27.8128,-0.1369657,-0.621832523,-0.857167301,-0.134090508,0.846614149
5783,172,-59,-20.6669,0.449251142,-0.451230209,-0.857167301,-0.119294631,0.848825407
5784,173,-59,-17.0929,0.622428556,0.134231079,-0.857167301,-0.104462416,0.850778106
5785,174,-59,-14.8879,0.223348026,0.596280931,-0.857167301,-0.089598381,0.852471649
5786,175,-59,-13.441,-0.381077649,0.510112846,-0.857167301,-0.074707053,0.85390552
5787,176,-59,-12.4832,-0.635142291,-0.045050638,-0.857167301,-0.059792968,0.855079284
5788,177,-59,-11.8669,-0.30526004,-0.558794773,-0.857167301,-0.04486067,0.855992583
5789,178,-59,-11.5009,0.305276884,-0.55878557,-0.857167301,-0.029914707,0.856645138
5790,179,-59,-11.3276,0.635143649,-0.045031492,-0.857167301,-0.014959632,0.85703675
5791,180,-59,-11.3143,0.381062272,0.510124333,-0.857167301,-1.05E-16,0.857167301
5792,0,-58,-7.65913,-0.992872648,0,-0.848048096,0,-0.848048096
5793,1,-58,-7.86122,-0.536451381,-0.835473525,-0.848048096,-0.01480048,-0.847918934
5794,2,-58,-8.28051,0.413180812,-0.902816544,-0.848048096,-0.029596452,-0.847531488
5795,3,-58,-8.94194,0.982936472,-0.140114196,-0.848048096,-0.044383408,-0.846885876
5796,4,-58,-9.89127,0.648984873,0.751408498,-0.848048096,-0.059156845,-0.845982294
5797,5,-58,-11.2045,-0.281640425,0.952089684,-0.848048096,-0.073912262,-0.844821017
5798,6,-58,-13.0105,-0.953326815,0.277424006,-0.848048096,-0.088645164,-0.8434024
5799,7,-58,-15.5496,-0.748528928,-0.652304024,-0.848048096,-0.103351065,-0.841726874
5800,8,-58,-19.3656,0.144463004,-0.982306742,-0.848048096,-0.118025483,-0.83979495
5801,9,-58,-26.3015,0.904636316,-0.409181172,-0.848048096,-0.13266395,-0.837607217
5802,10,-58,-42.6354,0.833091171,0.540143681,-0.848048096,-0.147262006,-0.83516434
5803,11,-58,-24.9555,-0.004394154,0.992862924,-0.848048096,-0.161815205,-0.832467064
5804,12,-58,-20.355,-0.837839515,0.532748574,-0.848048096,-0.176319114,-0.829516211
5805,13,-58,-18.1736,-0.900979089,-0.417172358,-0.848048096,-0.190769313,-0.826312678
5806,14,-58,-17.247,-0.135762644,-0.983546948,-0.848048096,-0.205161403,-0.822857443
5807,15,-58,-17.2404,0.75427335,-0.64565301,-0.848048096,-0.219490998,-0.819151558
5808,16,-58,-18.0819,0.950833904,0.285851328,-0.848048096,-0.233753735,-0.815196151
5809,17,-58,-19.878,0.273202152,0.954545274,-0.848048096,-0.247945268,-0.810992428
5810,18,-58,-23.0224,-0.655610399,0.745634696,-0.848048096,-0.262061274,-0.806541668
5811,19,-58,-28.8888,-0.981657772,-0.148808982,-0.848048096,-0.276097454,-0.801845228
5812,20,-58,-59.2949,-0.405173517,-0.906438369,-0.848048096,-0.290049531,-0.796904538
5813,21,-58,-30.2715,0.543825401,-0.830692499,-0.848048096,-0.303913257,-0.791721103
5814,22,-58,-24.9303,0.992833754,0.008788223,-0.848048096,-0.317684408,-0.786296503
5815,23,-58,-22.4616,0.529035332,0.840189094,-0.848048096,-0.33135879,-0.780632388
5816,24,-58,-21.3443,-0.421155734,0.899123986,-0.848048096,-0.344932236,-0.774730486
5817,25,-58,-21.1633,-0.984138161,0.131408433,-0.848048096,-0.358400612,-0.768592593
5818,26,-58,-21.8284,-0.642308501,-0.757123428,-0.848048096,-0.371759816,-0.76222058
5819,27,-58,-23.4505,0.290056633,-0.949559501,-0.848048096,-0.385005779,-0.755616387
5820,28,-58,-26.3896,0.955745036,-0.268974947,-0.848048096,-0.398134465,-0.748782025
5821,29,-58,-31.5508,0.74272586,0.658903932,-0.848048096,-0.411141875,-0.741719578
5822,30,-58,-41.897,-0.153152046,0.980989575,-0.848048096,-0.424024048,-0.734431195
5823,31,-58,-83.1912,-0.908222667,0.401157927,-0.848048096,-0.436777059,-0.726919097
5824,32,-58,-39.13,-0.828277557,-0.547496469,-0.848048096,-0.449397023,-0.719185573
5825,33,-58,-25.8279,0.013182119,-0.992785136,-0.848048096,-0.461880097,-0.711232978
5826,34,-58,-17.7665,0.842522216,-0.525311728,-0.848048096,-0.474222477,-0.703063735
5827,35,-58,-11.9464,0.897251273,0.425130861,-0.848048096,-0.486420405,-0.694680332
5828,36,-58,-7.43658,0.127051647,0.984710097,-0.848048096,-0.498470164,-0.686085322
5829,37,-58,-3.8237,-0.759958677,0.638951411,-0.848048096,-0.510368085,-0.677281324
5830,38,-58,-0.8882,-0.948266498,-0.294256256,-0.848048096,-0.522110542,-0.668271019
5831,39,-58,1.50008,-0.264742474,-0.956926077,-0.848048096,-0.53369396,-0.659057153
5832,40,-58,3.42389,0.662184559,-0.739802477,-0.848048096,-0.545114809,-0.649642532
5833,41,-58,4.93816,0.980302163,0.157492109,-0.848048096,-0.556369611,-0.640030023
5834,42,-58,6.08013,0.397134479,0.909989176,-0.848048096,-0.567454937,-0.630222554
5835,43,-58,6.87487,-0.551156814,0.825846391,-0.848048096,-0.578367411,-0.620223114
5836,44,-58,7.33851,-0.992717074,-0.017575757,-0.848048096,-0.589103709,-0.610034748
5837,45,-58,7.48001,-0.521577834,-0.844838836,-0.848048096,-0.59966056,-0.59966056
5838,46,-58,7.30211,0.429097661,-0.895360985,-0.848048096,-0.610034748,-0.589103709
5839,47,-58,6.80164,0.985262745,-0.122692374,-0.848048096,-0.620223114,-0.578367411
5840,48,-58,5.96916,0.635581805,0.76277904,-0.848048096,-0.630222554,-0.567454937
5841,49,-58,4.78808,-0.298450115,0.946954922,-0.848048096,-0.640030023,-0.556369611
5842,50,-58,3.23278,-0.958088376,0.260504816,-0.848048096,-0.649642532,-0.545114809
5843,51,-58,1.26541,-0.736864603,-0.665452217,-0.848048096,-0.659057153,-0.53369396
5844,52,-58,-1.16965,0.161829088,-0.97959555,-0.848048096,-0.668271019,-0.522110542
5845,53,-58,-4.15596,0.911737862,-0.393103252,-0.848048096,-0.677281324,-0.510368085
5846,54,-58,-7.82459,0.82339905,0.554806363,-0.848048096,-0.686085322,-0.498470164
5847,55,-58,-12.3961,-0.021969051,0.992629566,-0.848048096,-0.694680332,-0.486420405
5848,56,-58,-18.2849,-0.847138908,0.517833725,-0.848048096,-0.703063735,-0.474222477
5849,57,-58,-26.423,-0.893453159,-0.433056056,-0.848048096,-0.711232978,-0.461880097
5850,58,-58,-39.8105,-0.118330697,-0.985796095,-0.848048096,-0.719185573,-0.449397023
5851,59,-58,-83.9658,0.765584463,-0.632199751,-0.848048096,-0.726919097,-0.436777059
5852,60,-58,-42.773,0.945624798,0.302638129,-0.848048096,-0.734431195,-0.424024048
5853,61,-58,-32.5318,0.256262055,0.959231909,-0.848048096,-0.741719578,-0.411141875
5854,62,-58,-27.4726,-0.66870684,0.733912296,-0.848048096,-0.748782025,-0.398134465
5855,63,-58,-24.6228,-0.97886975,-0.166162897,-0.848048096,-0.755616387,-0.385005779
5856,64,-58,-23.0662,-0.389064326,-0.913468689,-0.848048096,-0.76222058,-0.371759816
5857,65,-58,-22.4334,0.558445045,-0.820935581,-0.848048096,-0.768592593,-0.358400612
5858,66,-58,-22.61,0.992522617,0.026361915,-0.848048096,-0.774730486,-0.344932236
5859,67,-58,-23.6902,0.514079472,0.849422387,-0.848048096,-0.780632388,-0.33135879
5860,68,-58,-26.0985,-0.437005968,0.891527834,-0.848048096,-0.786296503,-0.317684408
5861,69,-58,-31.3672,-0.986310137,0.113966702,-0.848048096,-0.791721103,-0.303913257
5862,70,-58,-60.3155,-0.628805314,-0.76837489,-0.848048096,-0.796904538,-0.290049531
5863,71,-58,-29.8383,0.306820214,-0.944276152,-0.848048096,-0.801845228,-0.276097454
5864,72,-58,-23.9085,0.960356653,-0.252014274,-0.848048096,-0.806541668,-0.262061274
5865,73,-58,-20.7097,0.730945614,0.671948365,-0.848048096,-0.810992428,-0.247945268
5866,74,-58,-18.8682,-0.170493452,0.978124776,-0.848048096,-0.815196151,-0.233753735
5867,75,-58,-17.9896,-0.915181624,0.385017779,-0.848048096,-0.819151558,-0.219490998
5868,76,-58,-17.9664,-0.818456032,-0.562072789,-0.848048096,-0.822857443,-0.205161403
5869,77,-58,-18.8695,0.030754262,-0.992396227,-0.848048096,-0.826312678,-0.190769313
5870,78,-58,-21.0329,0.851689229,-0.510315151,-0.848048096,-0.829516211,-0.176319114
5871,79,-58,-25.6198,0.889585047,0.440947321,-0.848048096,-0.832467064,-0.161815205
5872,80,-58,-43.2901,0.109600475,0.98680486,-0.848048096,-0.83516434,-0.147262006
5873,81,-58,-26.9498,-0.771150268,0.625398561,-0.848048096,-0.837607217,-0.13266395
5874,82,-58,-20.0103,-0.942909011,-0.310996291,-0.848048096,-0.83979495,-0.118025483
5875,83,-58,-16.193,-0.247761558,-0.961462587,-0.848048096,-0.841726874,-0.103351065
5876,84,-58,-13.6547,0.675176729,-0.727964615,-0.848048096,-0.8434024,-0.088645164
5877,85,-58,-11.8512,0.977360645,0.174820667,-0.848048096,-0.844821017,-0.073912262
5878,86,-58,-10.5421,0.380963691,0.916876634,-0.848048096,-0.845982294,-0.059156845
5879,87,-58,-9.59835,-0.565689523,0.815960452,-0.848048096,-0.846885876,-0.044383408
5880,88,-58,-8.94371,-0.992250399,-0.035146007,-0.848048096,-0.847531488,-0.029596452
5881,89,-58,-8.53238,-0.506540834,-0.853939388,-0.848048096,-0.847918934,-0.01480048
5882,90,-58,-8.33931,0.444880038,-0.887624835,-0.848048096,-0.848048096,-5.19E-17
5883,91,-58,-8.3562,0.987280254,-0.105232101,-0.848048096,-0.847918934,0.01480048
5884,92,-58,-8.59038,0.621979558,0.773910541,-0.848048096,-0.847531488,0.029596452
5885,93,-58,-9.06594,-0.315166275,0.941523401,-0.848048096,-0.846885876,0.044383408
5886,94,-58,-9.82774,-0.962549689,0.243503988,-0.848048096,-0.845982294,0.059156845
5887,95,-58,-10.951,-0.724969357,-0.678391868,-0.848048096,-0.844821017,0.073912262
5888,96,-58,-12.5636,0.179144458,-0.976577369,-0.848048096,-0.8434024,0.088645164
5889,97,-58,-14.9051,0.918553685,-0.376902141,-0.848048096,-0.841726874,0.103351065
5890,98,-58,-18.5185,0.81344889,0.569295178,-0.848048096,-0.83979495,0.118025483
5891,99,-58,-25.246,-0.039537063,0.992085135,-0.848048096,-0.837607217,0.13266395
5892,100,-58,-41.3652,-0.856172822,0.502756595,-0.848048096,-0.83516434,0.147262006
5893,101,-58,-23.4636,-0.885647237,-0.44880404,-0.848048096,-0.832467064,0.161815205
5894,102,-58,-18.6344,-0.100861667,-0.987736311,-0.848048096,-0.829516211,0.176319114
5895,103,-58,-16.2171,0.776655655,-0.618548372,-0.848048096,-0.826312678,0.190769313
5896,104,-58,-15.0483,0.940119349,0.319330087,-0.848048096,-0.822857443,0.205161403
5897,105,-58,-14.7946,0.239241649,0.963617937,-0.848048096,-0.819151558,0.219490998
5898,106,-58,-15.3869,-0.68159372,0.7219599,-0.848048096,-0.815196151,0.233753735
5899,107,-58,-16.9362,-0.975774966,-0.18346474,-0.848048096,-0.810992428,0.247945268
5900,108,-58,-19.843,-0.372833209,-0.920212744,-0.848048096,-0.806541668,0.262061274
5901,109,-58,-25.4911,0.572889681,-0.810921395,-0.848048096,-0.801845228,0.276097454
5902,110,-58,-55.7121,0.99190044,0.043927345,-0.848048096,-0.796904538,0.290049531
5903,111,-58,-26.5551,0.498962509,0.858389486,-0.848048096,-0.791721103,0.303913257
5904,112,-58,-21.1537,-0.452719252,0.883652292,-0.848048096,-0.786296503,0.317684408
5905,113,-58,-18.7227,-0.988173021,0.096489256,-0.848048096,-0.780632388,0.33135879
5906,114,-58,-17.7634,-0.615105071,-0.779385557,-0.848048096,-0.774730486,0.344932236
5907,115,-58,-17.8766,0.323487644,-0.938696884,-0.848048096,-0.768592593,0.358400612
5908,116,-58,-18.9765,0.964667311,-0.234974624,-0.848048096,-0.76222058,0.371759816
5909,117,-58,-21.1657,0.718936301,0.684782221,-0.848048096,-0.755616387,0.385005779
5910,118,-58,-24.7844,-0.187781429,0.97495345,-0.848048096,-0.748782025,0.398134465
5911,119,-58,-30.7106,-0.921853779,0.368756974,-0.848048096,-0.741719578,0.411141875
5912,120,-58,-41.8782,-0.808378016,-0.576472964,-0.848048096,-0.734431195,0.424024048
5913,121,-58,-84.0229,0.048316767,-0.991696317,-0.848048096,-0.726919097,0.436777059
5914,122,-58,-40.8172,0.860589337,-0.49515865,-0.848048096,-0.719185573,0.449397023
5915,123,-58,-28.3559,0.88164004,0.456625597,-0.848048096,-0.711232978,0.461880097
5916,124,-58,-21.1049,0.092114956,0.988590375,-0.848048096,-0.703063735,0.474222477
5917,125,-58,-16.0523,-0.782100194,0.611649722,-0.848048096,-0.694680332,0.486420405
5918,126,-58,-12.2574,-0.937256032,-0.327638865,-0.848048096,-0.686085322,0.498470164
5919,127,-58,-9.30014,-0.230702997,-0.96569779,-0.848048096,-0.677281324,0.510368085
5920,128,-58,-6.95622,0.68795731,-0.715898621,-0.848048096,-0.668271019,0.522110542
5921,129,-58,-5.09271,0.974112838,0.192094439,-0.848048096,-0.659057153,0.53369396
5922,130,-58,-3.62558,0.364673516,0.923476758,-0.848048096,-0.649642532,0.545114809
5923,131,-58,-2.49955,-0.580044955,0.805818804,-0.848048096,-0.640030023,0.556369611
5924,132,-58,-1.67737,-0.99147277,-0.052705242,-0.848048096,-0.630222554,0.567454937
5925,133,-58,-1.13359,-0.491345092,-0.862772331,-0.848048096,-0.620223114,0.578367411
5926,134,-58,-0.850685,0.460522997,-0.879610519,-0.848048096,-0.610034748,0.589103709
5927,135,-58,-0.816747,0.988988367,-0.087738851,-0.848048096,-0.59966056,0.59966056
5928,136,-58,-1.02425,0.608182393,0.784799511,-0.848048096,-0.589103709,0.610034748
5929,137,-58,-1.46981,-0.331783668,0.935796822,-0.848048096,-0.578367411,0.620223114
5930,138,-58,-2.15504,-0.966709355,0.226426851,-0.848048096,-0.567454937,0.630222554
5931,139,-58,-3.08844,-0.712846919,-0.691118923,-0.848048096,-0.556369611,0.640030023
5932,140,-58,-4.28862,0.196403687,-0.973253146,-0.848048096,-0.545114809,0.649642532
5933,141,-58,-5.78896,0.925081649,-0.360582915,-0.848048096,-0.53369396,0.659057153
5934,142,-58,-7.64445,0.803243809,0.583605585,-0.848048096,-0.522110542,0.668271019
5935,143,-58,-9.94241,-0.057092685,0.991229802,-0.848048096,-0.510368085,0.677281324
5936,144,-58,-12.8219,-0.864938427,0.48752191,-0.848048096,-0.498470164,0.686085322
5937,145,-58,-16.5152,-0.877563768,-0.464411378,-0.848048096,-0.486420405,0.694680332
5938,146,-58,-21.4507,-0.083361028,-0.989366987,-0.848048096,-0.474222477,0.703063735
5939,147,-58,-28.5768,0.787483457,-0.604703151,-0.848048096,-0.461880097,0.711232978
5940,148,-58,-40.9118,0.934319283,0.335921973,-0.848048096,-0.449397023,0.719185573
5941,149,-58,-83.9948,0.22214627,0.967701984,-0.848048096,-0.436777059,0.726919097
5942,150,-58,-41.7342,-0.694267,0.709781254,-0.848048096,-0.424024048,0.734431195
5943,151,-58,-30.4591,-0.972374392,-0.200709088,-0.848048096,-0.411141875,0.741719578
5944,152,-58,-24.4351,-0.356485252,-0.92666842,-0.848048096,-0.398134465,0.748782025
5945,153,-58,-20.7281,0.587154784,-0.80065308,-0.848048096,-0.385005779,0.755616387
5946,154,-58,-18.4599,0.99096742,0.061479009,-0.848048096,-0.371759816,0.76222058
5947,155,-58,-17.2895,0.483689179,0.867087581,-0.848048096,-0.358400612,0.768592593
5948,156,-58,-17.1136,-0.468290662,0.87549983,-0.848048096,-0.344932236,0.774730486
5949,157,-58,-18.0171,-0.989726228,0.078981572,-0.848048096,-0.33135879,0.780632388
5950,158,-58,-20.3983,-0.601212065,-0.790151978,-0.848048096,-0.317684408,0.786296503
5951,159,-58,-25.7551,0.340053698,-0.932823444,-0.848048096,-0.303913257,0.791721103
5952,160,-58,-54.8721,0.968675659,-0.217861337,-0.848048096,-0.290049531,0.796904538
5953,161,-58,-24.6148,0.706701686,0.697401478,-0.848048096,-0.276097454,0.801845228
5954,162,-58,-18.9337,-0.205010558,0.971476591,-0.848048096,-0.262061274,0.806541668
5955,163,-58,-15.9967,-0.928237041,0.352380606,-0.848048096,-0.247945268,0.810992428
5956,164,-58,-14.4195,-0.798046669,-0.590692483,-0.848048096,-0.233753735,0.815196151
5957,165,-58,-13.8011,0.06586413,-0.990685627,-0.848048096,-0.219490998,0.819151558
5958,166,-58,-14.0303,0.869219751,-0.479846975,-0.848048096,-0.205161403,0.822857443
5959,167,-58,-15.1758,0.873418742,0.472160773,-0.848048096,-0.190769313,0.826312678
5960,168,-58,-17.5708,0.07460057,0.990066084,-0.848048096,-0.176319114,0.829516211
5961,169,-58,-22.3785,-0.792805023,0.597709203,-0.848048096,-0.161815205,0.832467064
5962,170,-58,-40.2591,-0.931309333,-0.344178763,-0.848048096,-0.147262006,0.83516434
5963,171,-58,-24.1193,-0.213572138,-0.969630361,-0.848048096,-0.13266395,0.837607217
5964,172,-58,-17.3712,0.700522296,-0.703608277,-0.848048096,-0.118025483,0.83979495
5965,173,-58,-13.7373,0.970559762,0.209308012,-0.848048096,-0.103351065,0.841726874
5966,174,-58,-11.3751,0.348269058,0.92978748,-0.848048096,-0.088645164,0.8434024
5967,175,-58,-9.74142,-0.594218611,0.795424627,-0.848048096,-0.073912262,0.844821017
5968,176,-58,-8.59664,-0.99038443,-0.07024796,-0.848048096,-0.059156845,0.845982294
5969,177,-58,-7.81262,-0.475995371,-0.871334897,-0.848048096,-0.044383408,0.846885876
5970,178,-58,-7.314,0.476021637,-0.871320548,-0.848048096,-0.029596452,0.847531488
5971,179,-58,-7.05575,0.990386547,-0.070218105,-0.848048096,-0.01480048,0.847918934
5972,180,-58,-7.01359,0.594194634,0.795442539,-0.848048096,-1.04E-16,0.848048096
5973,0,-57,-4.84792,-0.436164755,0,-0.838670568,0,-0.838670568
5974,1,-57,-5.06319,-0.235660823,-0.367019986,-0.838670568,-0.01463682,-0.838542834
5975,2,-57,-5.51947,0.181508583,-0.39660349,-0.838670568,-0.029269181,-0.838159672
5976,3,-57,-6.23859,0.431799835,-0.061551574,-0.838670568,-0.043892626,-0.837521199
5977,4,-57,-7.26107,0.28509631,0.330090575,-0.838670568,-0.058502701,-0.836627609
5978,5,-57,-8.65524,-0.123723448,0.418248972,-0.838670568,-0.073094956,-0.835479173
5979,6,-57,-10.5381,-0.418792438,0.121871192,-0.838670568,-0.087664946,-0.834076243
5980,7,-57,-13.1281,-0.328825592,-0.286554399,-0.838670568,-0.102208231,-0.832419245
5981,8,-57,-16.9108,0.063461987,-0.431523197,-0.838670568,-0.116720384,-0.830508684
5982,9,-57,-23.4359,0.397402908,-0.179751558,-0.838670568,-0.131196982,-0.828345142
5983,10,-57,-55.2282,0.365973428,0.237282835,-0.838670568,-0.145633616,-0.825929278
5984,11,-57,-24.3095,-0.001930333,0.436160484,-0.838670568,-0.160025889,-0.823261827
5985,12,-57,-19.4024,-0.368059355,0.234034195,-0.838670568,-0.174369416,-0.820343604
5986,13,-57,-17.1818,-0.395796303,-0.183262053,-0.838670568,-0.188659829,-0.817175496
5987,14,-57,-16.2744,-0.059639955,-0.432068015,-0.838670568,-0.202892774,-0.813758468
5988,15,-57,-16.2951,0.331349093,-0.283632637,-0.838670568,-0.217063916,-0.810093561
5989,16,-57,-17.1445,0.417697313,0.12557328,-0.838670568,-0.231168938,-0.806181892
5990,17,-57,-18.8939,0.12001655,0.419327702,-0.838670568,-0.245203544,-0.802024653
5991,18,-57,-21.8501,-0.288006875,0.327554169,-0.838670568,-0.259163458,-0.797623109
5992,19,-57,-27.0051,-0.431238108,-0.065371156,-0.838670568,-0.273044429,-0.792978601
5993,20,-57,-40.9525,-0.177991013,-0.398194542,-0.838670568,-0.286842228,-0.788092544
5994,21,-57,-32.8099,0.238900199,-0.364919702,-0.838670568,-0.300552652,-0.782966427
5995,22,-57,-26.304,0.436147669,0.003860629,-0.838670568,-0.314171524,-0.77760181
5996,23,-57,-23.6048,0.232402984,0.369091515,-0.838670568,-0.327694697,-0.772000328
5997,24,-57,-22.4857,-0.185011933,0.394981365,-0.838670568,-0.341118051,-0.766163688
5998,25,-57,-22.4259,-0.432327732,0.057727169,-0.838670568,-0.354437498,-0.760093666
5999,26,-57,-23.3317,-0.282163408,-0.33260112,-0.838670568,-0.367648979,-0.753792113
6000,27,-57,-25.376,0.127420652,-0.417137473,-0.838670568,-0.38074847,-0.747260948
6001,28,-57,-29.1255,0.419854752,-0.118159557,-0.838670568,-0.393731982,-0.740502159
6002,29,-57,-36.3632,0.326276329,0.289453711,-0.838670568,-0.40659556,-0.733517807
6003,30,-57,-80.2539,-0.067279046,0.430944571,-0.838670568,-0.419335284,-0.726310017
6004,31,-57,-50.9117,-0.398978377,0.176226981,-0.838670568,-0.431947275,-0.718880987
6005,32,-57,-36.2706,-0.363858828,-0.240512883,-0.838670568,-0.44442769,-0.711232978
6006,33,-57,-23.8341,0.005790849,-0.436126312,-0.838670568,-0.456772729,-0.703368322
6007,34,-57,-16.3146,0.370116446,-0.23076722,-0.838670568,-0.46897863,-0.695289412
6008,35,-57,-10.8256,0.394158689,0.186758189,-0.838670568,-0.481041676,-0.68699871
6009,36,-57,-6.53581,0.055813251,0.432578981,-0.838670568,-0.492958191,-0.678498742
6010,37,-57,-3.07824,-0.333846633,0.280688652,-0.838670568,-0.504724547,-0.669792097
6011,38,-57,-0.256691,-0.416569462,-0.129265529,-0.838670568,-0.516337159,-0.660881426
6012,39,-57,2.04612,-0.116300249,-0.420373579,-0.838670568,-0.52779249,-0.651769445
6013,40,-57,3.90534,0.290894876,-0.324992099,-0.838670568,-0.53908705,-0.642458928
6014,41,-57,5.37119,0.430642594,0.069185618,-0.838670568,-0.550217398,-0.632952712
6015,42,-57,6.4779,0.174459497,0.399754397,-0.838670568,-0.561180146,-0.623253693
6016,43,-57,7.24862,-0.242120857,0.362790827,-0.838670568,-0.571971952,-0.613364824
6017,44,-57,7.69827,-0.436096412,-0.007720956,-0.838670568,-0.58258953,-0.603289119
6018,45,-57,7.83516,-0.229126937,-0.371134128,-0.838670568,-0.593029646,-0.593029646
6019,46,-57,7.66183,0.188500788,-0.393328294,-0.838670568,-0.603289119,-0.58258953
6020,47,-57,7.17529,0.432821757,-0.053898241,-0.838670568,-0.613364824,-0.571971952
6021,48,-57,6.36676,0.279208399,0.335085606,-0.838670568,-0.623253693,-0.561180146
6022,49,-57,5.22081,-0.131107873,0.415993292,-0.838670568,-0.632952712,-0.550217398
6023,50,-57,3.71375,-0.420884172,0.114438664,-0.838670568,-0.642458928,-0.53908705
6024,51,-57,1.8107,-0.323701504,-0.292330344,-0.838670568,-0.651769445,-0.52779249
6025,52,-57,-0.539273,0.071090834,-0.430332182,-0.838670568,-0.660881426,-0.516337159
6026,53,-57,-3.41215,0.400522587,-0.172688596,-0.838670568,-0.669792097,-0.504724547
6027,54,-57,-6.92614,0.36171572,0.243724089,-0.838670568,-0.678498742,-0.492958191
6028,55,-57,-11.2785,-0.009650911,0.43605797,-0.838670568,-0.68699871,-0.481041676
6029,56,-57,-16.8374,-0.372144539,0.227482165,-0.838670568,-0.695289412,-0.46897863
6030,57,-57,-24.4351,-0.392490194,-0.190239694,-0.838670568,-0.703368322,-0.456772729
6031,58,-57,-36.9589,-0.051982175,-0.433056056,-0.838670568,-0.711232978,-0.44442769
6032,59,-57,-51.6966,0.336318017,-0.277722677,-0.838670568,-0.718880987,-0.431947275
6033,60,-57,-81.143,0.415408974,0.13294765,-0.838670568,-0.726310017,-0.419335284
6034,61,-57,-37.3608,0.112574837,0.421386521,-0.838670568,-0.733517807,-0.40659556
6035,62,-57,-30.2289,-0.293760087,0.322404568,-0.838670568,-0.740502159,-0.393731982
6036,63,-57,-26.5727,-0.430013341,-0.072994658,-0.838670568,-0.747260948,-0.38074847
6037,64,-57,-24.5976,-0.170914313,-0.401282932,-0.838670568,-0.753792113,-0.367648979
6038,65,-57,-23.7269,0.245322546,-0.360633529,-0.838670568,-0.760093666,-0.354437498
6039,66,-57,-23.7839,0.436010988,0.011580678,-0.838670568,-0.766163688,-0.341118051
6040,67,-57,-24.8659,0.225832938,0.373147662,-0.838670568,-0.772000328,-0.327694697
6041,68,-57,-27.5032,-0.191974874,0.391644407,-0.838670568,-0.77760181,-0.314171524
6042,69,-57,-33.9341,-0.433281872,0.05006509,-0.838670568,-0.782966427,-0.300552652
6043,70,-57,-41.9986,-0.276231515,-0.33754384,-0.838670568,-0.788092544,-0.286842228
6044,71,-57,-27.9769,0.134784823,-0.41481652,-0.838670568,-0.792978601,-0.273044429
6045,72,-57,-22.7554,0.421880616,-0.110708805,-0.838670568,-0.797623109,-0.259163458
6046,73,-57,-19.7417,0.321101317,0.295184075,-0.838670568,-0.802024653,-0.245203544
