,Phi[deg],Theta[deg],v,x,y,m,x1,y1
17799,61,8,9.29827,-0.255354982,-0.955836583,0.139173101,0.121723537,0.067472458
17800,62,8,9.03871,0.666339865,-0.731314518,0.139173101,0.122882554,0.065337813
17801,63,8,8.76367,0.975404913,0.165574742,0.139173101,0.124004141,0.063183266
17802,64,8,8.47334,0.387687182,0.910235348,0.139173101,0.125087955,0.061009472
17803,65,8,8.16797,-0.556468356,0.818029773,0.139173101,0.126133665,0.058817094
17804,66,8,7.84788,-0.989009454,-0.026268603,0.139173101,0.127140954,0.0566068
17805,67,8,7.5135,-0.512259821,-0.846415746,0.139173101,0.128109515,0.054379263
17806,68,8,7.16534,0.435459129,-0.888372156,0.139173101,0.129039052,0.052135161
17807,69,8,6.80405,0.982818964,-0.113563302,0.139173101,0.129929283,0.049875179
17808,70,8,6.43043,0.626579576,0.765655128,0.139173101,0.130779936,0.047600004
17809,71,8,6.04544,-0.305734185,0.940933764,0.139173101,0.131590752,0.04531033
17810,72,8,5.65026,-0.956957346,0.251122237,0.139173101,0.132361485,0.043006853
17811,73,8,5.24633,-0.728358337,-0.669569917,0.139173101,0.133091898,0.040690277
17812,74,8,4.83533,0.169889968,-0.974662577,0.139173101,0.133781771,0.038361306
17813,75,8,4.41927,0.91194222,-0.383654959,0.139173101,0.134430893,0.036020649
17814,76,8,4.00052,0.815559,0.560083259,0.139173101,0.135039065,0.03366902
17815,77,8,3.58182,-0.030645403,0.988883512,0.139173101,0.135606103,0.031307136
17816,78,8,3.16632,-0.848674564,0.508508824,0.139173101,0.136131835,0.028935715
17817,79,8,2.75764,-0.886436245,-0.439386531,0.139173101,0.136616099,0.02655548
17818,80,8,2.35979,-0.10921253,-0.983311936,0.139173101,0.137058749,0.024167155
17819,81,8,1.97723,0.768420681,-0.623184882,0.139173101,0.137459649,0.02177147
17820,82,8,1.61479,0.939571462,0.309895479,0.139173101,0.137818678,0.019369152
17821,83,8,1.27756,0.246884574,0.958059365,0.139173101,0.138135726,0.016960934
17822,84,8,0.970821,-0.672786853,0.72538789,0.139173101,0.138410696,0.01454755
17823,85,8,0.699822,-0.97390115,-0.174201867,0.139173101,0.138643505,0.012129735
17824,86,8,0.469608,-0.379615221,-0.91363123,0.139173101,0.138834082,0.009708225
17825,87,8,0.284773,0.563687192,-0.813072254,0.139173101,0.138982369,0.007283757
17826,88,8,0.149222,0.9887382,0.035021603,0.139173101,0.13908832,0.004857071
17827,89,8,0.0659377,0.504747867,0.850916759,0.139173101,0.139151904,0.002428906
17828,90,8,0.0367951,-0.443305327,0.884482972,0.139173101,0.139173101,8.52E-18
17829,91,8,0.0624357,-0.983785648,0.104859619,0.139173101,0.139151904,-0.002428906
17830,92,8,0.142224,-0.619777981,-0.771171184,0.139173101,0.13908832,-0.004857071
17831,93,8,0.27429,0.314050704,-0.938190757,0.139173101,0.138982369,-0.007283757
17832,94,8,0.455657,0.959142619,-0.242642074,0.139173101,0.138834082,-0.009708225
17833,95,8,0.682425,0.722403234,0.675990612,0.139173101,0.138643505,-0.012129735
17834,96,8,0.950007,-0.178510353,0.973120647,0.139173101,0.138410696,-0.01454755
17835,97,8,1.25336,-0.915302345,0.375568047,0.139173101,0.138135726,-0.016960934
17836,98,8,1.58725,-0.810569582,-0.567280084,0.139173101,0.137818678,-0.019369152
17837,99,8,1.94639,0.039397116,-0.988573521,0.139173101,0.137459649,-0.02177147
17838,100,8,2.3257,0.853142288,-0.500977023,0.139173101,0.137058749,-0.024167155
17839,101,8,2.72035,0.882512374,0.44721544,0.139173101,0.136616099,-0.02655548
17840,102,8,3.1259,0.100504654,0.98424009,0.139173101,0.136131835,-0.028935715
17841,103,8,3.53833,-0.773906582,0.61635894,0.139173101,0.135606103,-0.031307136
17842,104,8,3.95403,-0.936791675,-0.318199777,0.139173101,0.135039065,-0.03366902
17843,105,8,4.36986,-0.238394822,-0.960207086,0.139173101,0.134430893,-0.036020649
17844,106,8,4.78308,0.67918113,-0.719404429,0.139173101,0.133781771,-0.038361306
17845,107,8,5.19132,0.972321084,0.182815343,0.139173101,0.133091898,-0.040690277
17846,108,8,5.59259,0.371513517,0.916955531,0.139173101,0.132361485,-0.043006853
17847,109,8,5.98519,-0.570861864,0.808051033,0.139173101,0.131590752,-0.04531033
17848,110,8,6.36771,-0.98838948,-0.043771858,0.139173101,0.130779936,-0.047600004
17849,111,8,6.73897,-0.497196366,-0.855351105,0.139173101,0.129929283,-0.049875179
17850,112,8,7.09799,0.451116794,-0.880524491,0.139173101,0.129039052,-0.052135161
17851,113,8,7.444,0.984675254,-0.09614772,0.139173101,0.128109515,-0.054379263
17852,114,8,7.77634,0.612927827,0.776626821,0.139173101,0.127140954,-0.0566068
17853,115,8,8.09451,-0.322342618,0.935374244,0.139173101,0.126133665,-0.058817094
17854,116,8,8.39808,-0.961252746,0.234142901,0.139173101,0.125087955,-0.061009472
17855,117,8,8.68674,-0.716391533,-0.682358346,0.139173101,0.124004141,-0.063183266
17856,118,8,8.96024,0.187116752,-0.971502476,0.139173101,0.122882554,-0.065337813
17857,119,8,9.21839,0.918590758,-0.367451711,0.139173101,0.121723537,-0.067472458
17858,120,8,9.46104,0.805516657,0.574432463,0.139173101,0.120527441,-0.06958655
17859,121,8,9.6881,-0.048145743,0.988186079,0.139173101,0.119294631,-0.071679446
17860,122,8,9.8995,-0.857543169,0.493405972,0.139173101,0.118025483,-0.073750507
17861,123,8,10.0952,-0.878519361,-0.455009311,0.139173101,0.116720384,-0.075799103
17862,124,8,10.2751,-0.091788903,-0.985091132,0.139173101,0.11537973,-0.07782461
17863,125,8,10.4393,0.779331849,-0.609484709,0.139173101,0.11400393,-0.079826411
17864,126,8,10.5878,0.933938493,0.326479145,0.139173101,0.112593404,-0.081803896
17865,127,8,10.7205,0.229886394,0.962279578,0.139173101,0.11114858,-0.083756463
17866,128,8,10.8375,-0.685522195,0.713364605,0.139173101,0.1096699,-0.085683517
17867,129,8,10.9388,-0.97066484,-0.191414496,0.139173101,0.108157813,-0.08758447
17868,130,8,11.0244,-0.363382707,-0.920207992,0.139173101,0.106612781,-0.089458745
17869,131,8,11.0943,0.577991811,-0.802966504,0.139173101,0.105035273,-0.091305769
17870,132,8,11.1486,0.987963323,0.052518685,0.139173101,0.10342577,-0.093124981
17871,133,8,11.1872,0.489605912,0.859718437,0.139173101,0.101784763,-0.094915827
17872,134,8,11.2102,-0.458892916,0.876497023,0.139173101,0.100112751,-0.09667776
17873,135,8,11.2176,-0.985487714,0.087428288,0.139173101,0.098410243,-0.098410243
17874,136,8,11.2093,-0.606029652,-0.782021611,0.139173101,0.09667776,-0.100112751
17875,137,8,11.1854,0.330609277,-0.932484448,0.139173101,0.094915827,-0.101784763
17876,138,8,11.1458,0.963287562,-0.225625384,0.139173101,0.093124981,-0.10342577
17877,139,8,11.0907,0.710323705,0.688672618,0.139173101,0.091305769,-0.105035273
17878,140,8,11.0198,-0.195708491,0.969808191,0.139173101,0.089458745,-0.106612781
17879,141,8,10.9333,-0.921807202,0.359306585,0.139173101,0.08758447,-0.108157813
17880,142,8,10.8311,-0.800400623,-0.581539838,0.139173101,0.085683517,-0.1096699
17881,143,8,10.7132,0.056890598,-0.987721216,0.139173101,0.083756463,-0.11114858
17882,144,8,10.5796,0.861876865,-0.485796263,0.139173101,0.081803896,-0.112593404
17883,145,8,10.4303,0.874457518,0.462767533,0.139173101,0.079826411,-0.11400393
17884,146,8,10.2652,0.083065961,0.985864994,0.139173101,0.07782461,-0.11537973
17885,147,8,10.0844,-0.784696057,0.602562726,0.139173101,0.075799103,-0.116720384
17886,148,8,9.88786,-0.931012139,-0.334732934,0.139173101,0.073750507,-0.118025483
17887,149,8,9.67564,-0.221359954,-0.964276678,0.139173101,0.071679446,-0.119294631
17888,150,8,9.44776,0.691809552,-0.707268891,0.139173101,0.06958655,-0.120527441
17889,151,8,9.20431,0.968932546,0.199998652,0.139173101,0.067472458,-0.121723537
17890,152,8,8.94539,0.355223426,0.923388357,0.139173101,0.065337813,-0.122882554
17891,153,8,8.67112,-0.585076474,0.797819065,0.139173101,0.063183266,-0.124004141
17892,154,8,8.38172,-0.987459762,-0.061261396,0.139173101,0.061009472,-0.125087955
17893,155,8,8.07742,-0.481977099,-0.864018412,0.139173101,0.058817094,-0.126133665
17894,156,8,7.75855,0.466633086,-0.872400884,0.139173101,0.0566068,-0.127140954
17895,157,8,7.42552,0.986222964,-0.078702007,0.139173101,0.054379263,-0.128109515
17896,158,8,7.07886,0.599083997,0.787355133,0.139173101,0.052135161,-0.129039052
17897,159,8,6.71919,-0.338850034,0.929521594,0.139173101,0.049875179,-0.129929283
17898,160,8,6.34732,-0.965246906,0.217090189,0.139173101,0.047600004,-0.130779936
17899,161,8,5.96421,-0.704200224,-0.694932935,0.139173101,0.04531033,-0.131590752
17900,162,8,5.57104,0.204284896,-0.968037923,0.139173101,0.043006853,-0.132361485
17901,163,8,5.16923,0.924951425,-0.351133309,0.139173101,0.040690277,-0.133091898
17902,164,8,4.76047,0.795221879,0.58860165,0.139173101,0.038361306,-0.133781771
17903,165,8,4.34677,-0.065630995,0.987178967,0.139173101,0.036020649,-0.134430893
17904,166,8,3.93048,-0.866143035,0.478148494,0.139173101,0.03366902,-0.135039065
17905,167,8,3.51434,-0.870327163,-0.470489499,0.139173101,0.031307136,-0.135606103
17906,168,8,3.10151,-0.074336511,-0.986561617,0.139173101,0.028935715,-0.136131835
17907,169,8,2.69558,0.789998787,-0.595593534,0.139173101,0.02655548,-0.136616099
17908,170,8,2.30059,0.928012843,0.342960497,0.139173101,0.024167155,-0.137058749
17909,171,8,1.92096,0.212816172,0.966198229,0.139173101,0.02177147,-0.137459649
17910,172,8,1.56153,-0.698042707,0.701117764,0.139173101,0.019369152,-0.137818678
17911,173,8,1.2274,-0.96712434,-0.208567139,0.139173101,0.016960934,-0.138135726
17912,174,8,0.923819,-0.347036315,-0.926496377,0.139173101,0.01454755,-0.138410696
17913,175,8,0.656045,0.592115298,-0.792609118,0.139173101,0.012129735,-0.138643505
17914,176,8,0.429116,0.986878836,0.069999308,0.139173101,0.009708225,-0.138834082
17915,177,8,0.247621,0.474310524,0.868250694,0.139173101,0.007283757,-0.138982369
17916,178,8,0.115458,-0.474336697,0.868236396,0.139173101,0.004857071,-0.13908832
17917,179,8,0.0356045,-0.986880946,0.069969559,0.139173101,0.002428906,-0.139151904
17918,180,8,0.00993106,-0.592091405,-0.792626967,0.139173101,1.70E-17,-0.139173101
17919,0,9,4.12871,0.412118485,0,0.156434465,0,0.156434465
17920,1,9,4.1106,0.222668568,0.346785748,0.156434465,0.002730158,0.156410639
17921,2,9,4.04853,-0.171501804,0.374738278,0.156434465,0.005459484,0.156339169
17922,3,9,3.94177,-0.407994208,0.058158164,0.156434465,0.008187147,0.156220077
17923,4,9,3.78909,-0.269378619,-0.311892298,0.156434465,0.010912317,0.156053399
17924,5,9,3.58866,0.11690243,-0.39519042,0.156434465,0.013634162,0.155839185
17925,6,9,3.33802,0.395703924,-0.115152292,0.156434465,0.016351854,0.155577501
17926,7,9,3.03395,0.310697055,0.270756322,0.156434465,0.019064566,0.155268426
17927,8,9,2.67225,-0.059963254,0.407732822,0.156434465,0.02177147,0.154912056
17928,9,9,2.24756,-0.375493623,0.169841646,0.156434465,0.024471742,0.154508497
17929,10,9,1.75296,-0.345796888,-0.224201156,0.156434465,0.02716456,0.154057874
17930,11,9,1.1795,0.001823912,-0.412114449,0.156434465,0.029849103,0.153560323
17931,12,9,0.51539,0.347767815,-0.221131618,0.156434465,0.032524554,0.153015997
17932,13,9,-0.25514,0.373975593,0.173158603,0.156434465,0.035190098,0.15242506
17933,14,9,-1.15377,0.056351935,0.408247603,0.156434465,0.037844922,0.151787693
17934,15,9,-2.21132,-0.313081432,0.26799564,0.156434465,0.040488219,0.15110409
17935,16,9,-3.47354,-0.394669174,-0.118650279,0.156434465,0.043119182,0.150374459
17936,17,9,-5.01251,-0.113399898,-0.396209678,0.156434465,0.045737011,0.149599023
17937,18,9,-6.95146,0.272128722,-0.309495727,0.156434465,0.048340908,0.148778017
17938,19,9,-9.52843,0.40746345,0.061767169,0.156434465,0.05093008,0.147911693
17939,20,9,-13.3058,0.168178161,0.376241614,0.156434465,0.053503738,0.147000312
17940,21,9,-20.3079,-0.225729353,0.344801254,0.156434465,0.056061098,0.146044155
17941,22,9,-32.2564,-0.412102341,-0.003647788,0.156434465,0.058601382,0.14504351
17942,23,9,-16.7128,-0.219590337,-0.348743071,0.156434465,0.061123815,0.143998684
17943,24,9,-11.446,0.17481201,-0.373205583,0.156434465,0.063627629,0.142909995
17944,25,9,-8.2015,0.408493001,-0.054544603,0.156434465,0.066112062,0.141777774
17945,26,9,-5.8633,0.266607411,0.314264434,0.156434465,0.068576356,0.140602366
17946,27,9,-4.04623,-0.120395803,0.394140199,0.156434465,0.071019761,0.139384129
17947,28,9,-2.57097,-0.396707672,0.111645283,0.156434465,0.073441533,0.138123434
17948,29,9,-1.3394,-0.308288336,-0.273495791,0.156434465,0.075840934,0.136820666
17949,30,9,-0.29199,0.063569874,-0.407186096,0.156434465,0.078217233,0.135476221
17950,31,9,0.610047,0.376982235,-0.166511382,0.156434465,0.080569706,0.134090508
17951,32,9,1.39335,0.343798868,0.227253129,0.156434465,0.082897637,0.13266395
17952,33,9,2.07694,-0.005471593,0.412082161,0.156434465,0.085200316,0.131196982
17953,34,9,2.67485,-0.349711496,0.218044755,0.156434465,0.087477043,0.129690049
17954,35,9,3.19767,-0.372428263,-0.176461993,0.156434465,0.089727123,0.128143612
17955,36,9,3.65353,-0.052736202,-0.408730399,0.156434465,0.091949872,0.126558141
17956,37,9,4.04877,0.31544128,-0.265213961,0.156434465,0.094144611,0.124934119
17957,38,9,4.38837,0.393603503,0.12213897,0.156434465,0.096310674,0.123272041
17958,39,9,4.67627,0.109888481,0.397197895,0.156434465,0.098447399,0.121572413
17959,40,9,4.91557,-0.274857504,0.307074907,0.156434465,0.100554136,0.119835753
17960,41,9,5.10869,-0.406900767,-0.065371334,0.156434465,0.102630243,0.118062589
17961,42,9,5.2575,-0.164841342,-0.377715472,0.156434465,0.104675088,0.116253463
17962,43,9,5.36335,0.228772453,-0.342789747,0.156434465,0.106688049,0.114408925
17963,44,9,5.42721,0.41205391,0.007295291,0.156434465,0.108668511,0.112529537
17964,45,9,5.44962,0.216494902,0.350673072,0.156434465,0.110615871,0.110615871
17965,46,9,5.43076,-0.17810852,0.371643648,0.156434465,0.112529537,0.108668511
17966,47,9,5.37045,-0.40895979,0.050926768,0.156434465,0.114408925,0.106688049
17967,48,9,5.26814,-0.263815316,-0.316611947,0.156434465,0.116253463,0.104675088
17968,49,9,5.12288,0.123879744,-0.393059099,0.156434465,0.118062589,0.102630243
17969,50,9,4.93328,0.397680338,-0.108129527,0.156434465,0.119835753,0.100554136
17970,51,9,4.6975,0.305855463,0.276213833,0.156434465,0.121572413,0.098447399
17971,52,9,4.4131,-0.067171514,0.406607469,0.156434465,0.123272041,0.096310674
17972,53,9,4.07698,-0.378441311,0.163168073,0.156434465,0.124934119,0.094144611
17973,54,9,3.6852,-0.341773912,-0.230287296,0.156434465,0.126558141,0.091949872
17974,55,9,3.23278,0.009118845,-0.412017588,0.156434465,0.128143612,0.089727123
17975,56,9,2.71337,0.351627778,-0.214940809,0.156434465,0.129690049,0.087477043
17976,57,9,2.11884,0.370851754,0.179751558,0.156434465,0.131196982,0.085200316
17977,58,9,1.43861,0.049116337,0.409181172,0.156434465,0.13266395,0.082897637
17978,59,9,0.658633,-0.317776413,0.262411503,0.156434465,0.134090508,0.080569706
17979,60,9,-0.240113,-0.392506995,-0.125618091,0.156434465,0.135476221,0.078217233
17980,61,9,-1.28427,-0.106368455,-0.398154992,0.156434465,0.136820666,0.075840934
17981,62,9,-2.51263,0.277564752,-0.304630029,0.156434465,0.138123434,0.073441533
17982,63,9,-3.98471,0.406306206,0.068970378,0.156434465,0.139384129,0.071019761
17983,64,9,-5.79865,0.161491608,0.379159737,0.156434465,0.140602366,0.068576356
17984,65,9,-8.13376,-0.231797629,0.340751383,0.156434465,0.141777774,0.066112062
17985,66,9,-11.3752,-0.411973195,-0.010942221,0.156434465,0.142909995,0.063627629
17986,67,9,-16.639,-0.213382506,-0.352575598,0.156434465,0.143998684,0.061123815
17987,68,9,-32.1797,0.181391076,-0.370052596,0.156434465,0.14504351,0.058601382
17988,69,9,-20.2283,0.409394539,-0.047304944,0.156434465,0.146044155,0.056061098
17989,70,9,-13.2234,0.261002551,0.318934655,0.156434465,0.147000312,0.053503738
17990,71,9,-9.44325,-0.127353979,0.391947203,0.156434465,0.147911693,0.05093008
17991,72,9,-6.86357,-0.398621847,0.1046053,0.156434465,0.148778017,0.048340908
17992,73,9,-4.92197,-0.303398628,-0.278910234,0.156434465,0.149599023,0.045737011
17993,74,9,-3.38041,0.070767891,-0.405996985,0.156434465,0.150374459,0.043119182
17994,75,9,-2.11566,0.379870737,-0.15981198,0.156434465,0.15110409,0.040488219
17995,76,9,-1.05565,0.33972218,0.233303422,0.156434465,0.151787693,0.037844922
17996,77,9,-0.154625,-0.012765383,0.411920734,0.156434465,0.15242506,0.035190098
17997,78,9,0.61823,-0.353516511,0.211820023,0.156434465,0.153015997,0.032524554
17998,79,9,1.2846,-0.369246189,-0.18302704,0.156434465,0.153560323,0.029849103
17999,80,9,1.86025,-0.045492624,-0.409599887,0.156434465,0.154057874,0.02716456
18000,81,9,2.35696,0.32008665,-0.259588486,0.156434465,0.154508497,0.024471742
18001,82,9,2.7837,0.391379734,0.129087371,0.156434465,0.154912056,0.02177147
18002,83,9,3.14736,0.102840095,0.399080895,0.156434465,0.155268426,0.019064566
18003,84,9,3.45333,-0.280250253,0.302161284,0.156434465,0.155577501,0.016351854
18004,85,9,3.70578,-0.405679811,-0.072564018,0.156434465,0.155839185,0.013634162
18005,86,9,3.90796,-0.158129222,-0.380574296,0.156434465,0.156053399,0.010912317
18006,87,9,4.06231,0.234804645,-0.338686322,0.156434465,0.156220077,0.008187147
18007,88,9,4.17066,0.411860204,0.014588295,0.156434465,0.156339169,0.005459484
18008,89,9,4.23424,0.210253391,0.354450501,0.156434465,0.156410639,0.002730158
18009,90,9,4.25378,-0.18465942,0.368432551,0.156434465,0.156434465,9.58E-18
18010,91,9,4.22953,-0.409797212,0.043679413,0.156434465,0.156410639,-0.002730158
18011,92,9,4.16124,-0.258169337,-0.321232376,0.156434465,0.156339169,-0.005459484
18012,93,9,4.04819,0.130818236,-0.3908046,0.156434465,0.156220077,-0.008187147
18013,94,9,3.88916,0.399532126,-0.101072877,0.156434465,0.156053399,-0.010912317
18014,95,9,3.68235,0.300918022,0.281584783,0.156434465,0.155839185,-0.013634162
18015,96,9,3.42529,-0.074358723,0.405354692,0.156434465,0.155577501,-0.016351854
18016,97,9,3.11476,-0.381270401,0.156443366,0.156434465,0.155268426,-0.019064566
18017,98,9,2.74658,-0.337643831,-0.236301269,0.156434465,0.154912056,-0.02177147
18018,99,9,2.31539,0.016410921,-0.411791607,0.156434465,0.154508497,-0.024471742
18019,100,9,1.81429,0.355377547,-0.208682641,0.156434465,0.154057874,-0.02716456
18020,101,9,1.23433,0.367611696,0.186288183,0.156434465,0.153560323,-0.029849103
18021,102,9,0.563724,0.041865346,0.40998651,0.156434465,0.153015997,-0.032524554
18022,103,9,-0.213282,-0.322371809,0.256745131,0.156434465,0.15242506,-0.035190098
18023,104,9,-1.11837,-0.39022181,-0.132546538,0.156434465,0.151787693,-0.037844922
18024,105,9,-2.18234,-0.099303678,-0.399975531,0.156434465,0.15110409,-0.040488219
18025,106,9,-3.45094,0.282913797,-0.299668866,0.156434465,0.150374459,-0.043119182
18026,107,9,-4.99624,0.405021633,0.076151973,0.156434465,0.149599023,-0.045737011
18027,108,9,-6.94147,0.154754447,0.381959039,0.156434465,0.148778017,-0.048340908
18028,109,9,-9.52465,-0.237793264,0.336594726,0.156434465,0.147911693,-0.05093008
18029,110,9,-13.3081,-0.411714944,-0.018233225,0.156434465,0.147000312,-0.053503738
18030,111,9,-20.3164,-0.207107804,-0.356297633,0.156434465,0.146044155,-0.056061098
18031,112,9,-32.2708,0.187913297,-0.36678364,0.156434465,0.14504351,-0.058601382
18032,113,9,-16.7331,0.410167779,-0.04005046,0.156434465,0.143998684,-0.061123815
18033,114,9,-11.4721,0.255315896,0.323504929,0.156434465,0.142909995,-0.063627629
18034,115,9,-8.23328,-0.134272243,0.389631378,0.156434465,0.141777774,-0.066112062
18035,116,9,-5.90066,-0.400411102,0.097532535,0.156434465,0.140602366,-0.068576356
18036,117,9,-4.08905,-0.29841384,-0.284237271,0.156434465,0.139384129,-0.071019761
18037,118,9,-2.61913,0.07794373,-0.40468064,0.156434465,0.138123434,-0.073441533
18038,119,9,-1.39276,0.382640194,-0.153062496,0.156434465,0.136820666,-0.075840934
18039,120,9,-0.350416,0.335539028,0.239280602,0.156434465,0.135476221,-0.078217233
18040,121,9,0.546695,-0.020055173,0.411630217,0.156434465,0.134090508,-0.080569706
18041,122,9,1.32521,-0.357210741,0.20552891,0.156434465,0.13266395,-0.082897637
18042,123,9,2.00418,-0.365948401,-0.18953473,0.156434465,0.131196982,-0.085200316
18043,124,9,2.59763,-0.038234789,-0.410341013,0.156434465,0.129690049,-0.087477043
18044,125,9,3.11614,0.324631712,-0.253881661,0.156434465,0.128143612,-0.089727123
18045,126,9,3.56786,0.389033314,0.135995319,0.156434465,0.126558141,-0.091949872
18046,127,9,3.95913,0.095759481,0.40083883,0.156434465,0.124934119,-0.094144611
18047,128,9,4.29494,-0.285555177,0.297152969,0.156434465,0.123272041,-0.096310674
18048,129,9,4.57923,-0.404331722,-0.079733961,0.156434465,0.121572413,-0.098447399
18049,130,9,4.81509,-0.151367547,-0.383313855,0.156434465,0.119835753,-0.100554136
18050,131,9,5.00497,0.240763253,-0.334476759,0.156434465,0.118062589,-0.102630243
18051,132,9,5.15072,0.411537428,0.021876728,0.156434465,0.116253463,-0.104675088
18052,133,9,5.25371,0.20394599,0.358116851,0.156434465,0.114408925,-0.106688049
18053,134,9,5.3149,-0.191152451,0.365105993,0.156434465,0.112529537,-0.108668511
18054,135,9,5.33484,-0.41050621,0.036418369,0.156434465,0.110615871,-0.110615871
18055,136,9,5.31371,-0.252442453,-0.325752136,0.156434465,0.108668511,-0.112529537
18056,137,9,5.25133,0.137715731,-0.388427629,0.156434465,0.106688049,-0.114408925
18057,138,9,5.14715,0.401258707,-0.093984552,0.156434465,0.104675088,-0.116253463
18058,139,9,5.00022,0.295886278,0.286867489,0.156434465,0.102630243,-0.118062589
18059,140,9,4.80917,-0.08152263,0.403974884,0.156434465,0.100554136,-0.119835753
18060,141,9,4.57213,-0.383980008,0.149669633,0.156434465,0.098447399,-0.121572413
18061,142,9,4.28668,-0.333407937,-0.242241188,0.156434465,0.096310674,-0.123272041
18062,143,9,3.94972,0.023697854,-0.411436578,0.156434465,0.094144611,-0.124934119
18063,144,9,3.55731,0.359015947,-0.202359075,0.156434465,0.091949872,-0.126558141
18064,145,9,3.10446,0.364256435,0.192766428,0.156434465,0.089727123,-0.128143612
18065,146,9,2.58483,0.034601236,0.410663366,0.156434465,0.087477043,-0.129690049
18066,147,9,1.99029,-0.32686618,0.2509983,0.156434465,0.085200316,-0.131196982
18067,148,9,1.31024,-0.387814337,-0.139433446,0.156434465,0.082897637,-0.13266395
18068,149,9,0.530652,-0.092207781,-0.401670724,0.156434465,0.080569706,-0.134090508
18069,150,9,-0.367506,0.288174183,-0.294613791,0.156434465,0.078217233,-0.135476221
18070,151,9,-1.41088,0.403610133,0.083309703,0.156434465,0.075840934,-0.136820666
18071,152,9,-2.63825,0.147968788,0.38463864,0.156434465,0.073441533,-0.138123434
18072,153,9,-4.10916,-0.243714378,0.332332586,0.156434465,0.071019761,-0.139384129
18073,154,9,-5.92173,-0.411327669,-0.025518516,0.156434465,0.068576356,-0.140602366
18074,155,9,-8.25528,-0.200768198,-0.359908011,0.156434465,0.066112062,-0.141777774
18075,156,9,-11.495,0.194376629,-0.363399741,0.156434465,0.063627629,-0.142909995
18076,157,9,-16.7569,0.410812479,-0.032783425,0.156434465,0.061123815,-0.143998684
18077,158,9,-32.2955,0.249549231,0.327973821,0.156434465,0.058601382,-0.14504351
18078,159,9,-20.3418,-0.14114843,0.387193449,0.156434465,0.056061098,-0.146044155
18079,160,9,-13.3344,-0.402074875,0.090429205,0.156434465,0.053503738,-0.147000312
18080,161,9,-9.55167,-0.293335534,-0.289475233,0.156434465,0.05093008,-0.147911693
18081,162,9,-6.96923,0.085095144,-0.403237476,0.156434465,0.048340908,-0.148778017
18082,163,9,-5.0247,0.385289739,-0.146265044,0.156434465,0.045737011,-0.149599023
18083,164,9,-3.48006,0.331250725,0.245182795,0.156434465,0.043119182,-0.150374459
18084,165,9,-2.21209,-0.027338678,0.411210703,0.156434465,0.040488219,-0.15110409
18085,166,9,-1.14872,-0.360793026,0.199173387,0.156434465,0.037844922,-0.151787693
18086,167,9,-0.244191,-0.36253593,-0.195983023,0.156434465,0.035190098,-0.15242506
18087,168,9,0.532291,-0.030964972,-0.410953545,0.156434465,0.032524554,-0.153015997
18088,169,9,1.20241,0.329075039,-0.248095274,0.156434465,0.029849103,-0.153560323
18089,170,9,1.78193,0.386564976,0.142860649,0.156434465,0.02716456,-0.154057874
18090,171,9,2.28262,0.088648858,0.402471149,0.156434465,0.024471742,-0.154508497
18091,172,9,2.71343,-0.290770612,0.292051531,0.156434465,0.02177147,-0.154912056
18092,173,9,3.08128,-0.402856922,-0.086878917,0.156434465,0.019064566,-0.155268426
18093,174,9,3.39152,-0.144558436,-0.38593329,0.156434465,0.016351854,-0.155577501
18094,175,9,3.64832,0.24664641,-0.330162376,0.156434465,0.013634162,-0.155839185
18095,176,9,3.85493,0.411085683,0.029158304,0.156434465,0.010912317,-0.156053399
18096,177,9,4.01378,0.197574676,0.361670974,0.156434465,0.008187147,-0.156220077
18097,178,9,4.12669,-0.197585578,0.361665018,0.156434465,0.005459484,-0.156339169
18098,179,9,4.1949,-0.411086562,0.029145912,0.156434465,0.002730158,-0.156410639
18099,180,9,4.21911,-0.246636457,-0.330169811,0.156434465,1.92E-17,-0.156434465
18100,0,10,10.8136,-0.544021111,0,0.173648178,0,0.173648178
18101,1,10,10.8063,-0.293935861,-0.45777798,0.173648178,0.003030579,0.17362173
18102,2,10,10.7751,0.226392664,-0.494676996,0.173648178,0.006060234,0.173542396
18103,3,10,10.7198,0.538576818,-0.076772264,0.173648178,0.009088043,0.173410199
18104,4,10,10.6403,0.355595929,0.411716534,0.173648178,0.012113085,0.173225179
18105,5,10,10.536,-0.154318217,0.521675049,0.173648178,0.015134436,0.172987394
18106,6,10,10.4065,-0.522352906,0.15200793,0.173648178,0.018151177,0.172696915
18107,7,10,10.2513,-0.410138742,-0.357414579,0.173648178,0.021162389,0.17235383
18108,8,10,10.0694,0.07915509,-0.538231772,0.173648178,0.024167155,0.171958246
18109,9,10,9.86011,0.495674097,-0.224201156,0.173648178,0.02716456,0.17151028
18110,10,10,9.62226,0.456472625,0.295958969,0.173648178,0.03015369,0.171010072
18111,11,10,9.35461,-0.002407673,0.544015783,0.173648178,0.033133634,0.170457772
18112,12,10,9.0557,-0.459074368,0.291906995,0.173648178,0.036103486,0.169853548
18113,13,10,8.7238,-0.493670206,-0.228579738,0.173648178,0.039062341,0.169197586
18114,14,10,8.3569,-0.074387933,-0.538911314,0.173648178,0.042009296,0.168490085
18115,15,10,7.95265,0.413286262,-0.353770313,0.173648178,0.044943456,0.167731259
18116,16,10,7.50828,0.520986974,0.156625482,0.173648178,0.047863925,0.166921342
18117,17,10,7.0205,0.149694665,0.523020532,0.173648178,0.050769814,0.166060578
